,Words,AROU,VAL,DOM,CNC,IMAG
593,break (rest),4.588,6.788,5.97,4.059,3.97
2725,lacking,2.875,2.625,3.061,2.606,2.485
41,aches,4.063,2.871,2.813,3.813,3.219
560,bow (bend),3.353,4.788,4.206,4.697,5.029
4478,slight (offend),4.394,3.229,4.706,3.057,2.743
3604,pianist,5.114,6.194,6.029,6.229,6.286
3742,possession,5.571,5.457,5.886,4.057,4.229
243,arts,5.206,6.429,5.743,3.543,4.171
3172,muddy,4.313,4.152,4.857,5.303,5.908
1339,deep,5.765,5.8,4.588,3.794,4.6
3412,oven,4.086,5.294,5.457,6.743,6.8
3635,pipe (tobacco),3.625,4.03,5.121,6.576,6.576
405,beauty,6.781,7.344,5.594,2.727,4.313
1442,disappoint,4.0,2.457,3.6,3.086,3.343
261,asthma,3.667,2.471,3.031,5.457,4.829
3393,organism,4.515,5.5,5.059,5.618,4.706
5066,torture,4.677,1.515,2.912,4.714,4.697
1689,enhance,5.971,7.0,5.914,3.091,3.281
1725,estimate,2.97,4.941,5.063,3.2,2.686
1203,crime,5.4,1.941,4.059,4.758,4.879
834,check,3.546,5.088,4.938,4.257,3.6
1866,ferry,4.212,5.424,4.912,6.529,6.647
2496,impossible,4.086,2.171,3.206,2.118,2.546
3016,mattress,4.412,5.765,5.743,6.8,6.629
4925,tease,6.774,4.625,5.0,2.875,3.531
2010,frail,3.061,2.706,3.294,3.758,4.941
3408,outside,5.588,6.879,5.333,5.382,6.177
340,bank,3.771,4.943,4.229,5.714,6.086
3674,pleasure,7.257,8.091,5.97,2.206,3.677
1601,duvet,5.258,6.516,5.5,6.714,6.5
2796,length,4.032,5.258,5.393,3.0,3.219
3694,poach (hunt),4.656,2.829,5.438,4.853,4.727
5214,uneasy,4.4,2.8,3.0,2.412,3.059
480,blessings,4.727,7.781,5.188,2.909,3.25
3467,paranoid,5.618,2.286,2.606,2.6,3.618
2785,legend (key),3.482,5.379,4.852,4.926,4.704
1523,dove,4.059,6.273,5.147,6.086,6.5
5166,trumpet,4.818,5.636,5.273,6.794,6.844
5357,waistcoat,3.677,5.4,5.514,6.514,6.364
5150,trio,4.265,5.576,4.971,5.229,5.029
3873,pulse,5.656,6.059,5.206,5.455,5.177
799,cells,4.452,5.0,4.25,5.767,4.903
1766,exhibit,4.706,5.879,4.844,4.2,4.129
4969,thanks,5.5,7.515,5.818,3.219,3.0
3944,radiant,7.233,7.781,6.438,2.688,3.656
2453,hurricane,6.344,2.441,3.697,6.03,6.706
3532,peer,4.667,5.8,5.29,4.441,4.559
4393,shocking,5.75,3.406,4.419,2.576,3.419
4502,smear,3.636,4.118,5.0,4.818,5.324
5195,twins,4.941,6.061,4.735,6.387,6.281
363,barley,2.636,5.0,5.147,6.412,5.853
1271,cut (share),3.6,5.412,4.576,4.03,3.515
3784,pressure,5.029,2.969,3.706,3.273,3.324
4999,threatening,5.324,1.882,3.788,3.412,4.212
3803,prisoner,5.588,2.647,2.606,5.161,5.849
5207,umbrella,4.029,5.618,5.471,6.677,6.677
4597,spider,4.576,3.677,5.03,6.677,6.794
347,banks (money),4.576,4.206,3.559,5.938,5.735
3647,plain,2.529,4.412,4.618,4.088,4.114
5286,velocity,5.394,5.529,4.636,3.606,3.242
5132,trellis,3.136,4.8,5.087,5.417,5.087
2562,instance,3.375,5.485,5.138,2.758,2.133
3027,measles,3.968,2.171,3.091,5.382,5.364
5094,tragedy,6.688,1.576,2.871,2.818,3.303
1423,digit (finger),3.771,5.0,5.086,6.086,5.943
656,bunny,4.758,6.941,5.147,6.629,6.618
3942,racket (noise),4.969,3.706,4.543,4.324,3.303
5119,travel,7.29,6.936,6.281,4.29,4.103
2102,gem,5.629,7.118,5.206,6.088,6.364
632,brutal,5.543,1.824,4.971,3.686,4.371
3554,pepper (black),3.941,5.171,5.471,6.5,6.371
2493,imported,3.818,5.121,5.212,3.909,4.121
2665,justify,4.147,5.375,5.529,2.588,2.382
3958,ranch,3.857,5.343,5.457,5.971,5.529
4302,select,3.706,5.382,6.529,3.471,3.0
4065,reptile,4.086,4.543,5.171,6.429,6.457
5176,tsunami,5.818,1.636,3.156,6.353,6.281
3807,probe,4.438,4.0,5.484,4.344,4.424
4838,surgeon,4.829,6.4,4.324,6.429,6.382
2500,impressionism,4.345,5.71,4.636,2.25,3.0
1465,dish,3.5,5.194,5.375,6.207,6.065
3477,parrot,4.303,5.735,5.182,6.647,6.636
5278,vase,3.559,5.6,5.125,6.529,6.294
115,aisle,3.613,5.226,4.71,5.719,5.438
1821,fall (season),4.125,6.063,4.742,5.25,5.719
1494,dock (deduct),3.903,3.424,3.656,3.862,2.364
2401,hollow,3.303,3.727,4.088,4.177,4.606
1232,cruise,5.063,6.387,5.29,5.281,5.484
2661,jungle,5.788,5.563,5.29,6.485,6.355
2817,lies,5.226,2.194,3.5,2.516,2.742
3527,peculiar,5.059,4.563,4.625,2.594,2.794
5076,toward,4.441,5.824,6.343,3.514,3.143
1153,course,3.629,5.057,4.647,3.941,3.143
4414,shroud,3.452,4.258,3.9,4.172,4.167
4936,temerity,4.077,4.25,4.333,3.091,2.412
57,adapt,4.188,6.086,5.8,3.114,3.029
4789,substitute,3.75,4.394,4.455,3.656,3.818
5489,wonderful,7.355,8.25,6.5,2.375,2.938
5251,usual,3.03,5.406,5.219,3.0,2.5
5490,wonky,3.941,4.03,4.424,3.333,4.618
1735,ever,4.546,5.25,4.727,2.273,1.875
5005,throw,4.546,4.667,6.121,4.909,5.091
2823,lift (raise),4.143,6.0,6.294,4.829,5.265
2196,gradual,3.333,5.273,5.177,3.177,2.909
159,anecdote,5.206,6.088,5.546,3.265,3.257
2475,illness,3.469,2.281,3.03,4.387,5.156
2564,instinct,5.686,6.714,6.171,2.457,2.529
3885,punish,4.8,1.853,3.182,3.0,3.971
3922,question,4.686,5.882,5.394,3.4,3.314
2608,issue,4.206,3.677,4.735,3.147,3.029
5479,withdraw,3.647,3.618,4.182,3.5,2.758
707,camera,4.677,6.177,5.294,6.727,6.727
3046,melted,4.438,4.571,4.727,4.543,5.429
4745,straw (hay),2.943,5.147,5.182,5.941,6.229
1093,contribution,5.2,6.824,6.559,2.943,3.0
4521,snuggle,6.394,8.0,5.242,4.849,5.485
1376,designer,4.9,5.844,5.625,4.581,4.0
5455,wind,4.97,4.424,4.875,5.152,4.606
72,adorable,6.936,7.781,5.375,2.258,3.469
1922,fizzy,5.767,5.242,5.25,4.469,5.387
4063,report,3.371,4.543,4.829,5.343,4.829
1764,exhausted,3.4,2.714,3.543,3.314,4.286
743,care,5.294,7.719,5.594,3.031,3.212
4564,sow,3.242,5.273,5.419,4.636,4.774
1005,comedy,7.065,7.406,5.594,3.5,3.719
2668,keg,4.242,4.971,5.129,5.771,5.706
1190,create,5.529,7.273,6.818,2.686,3.303
4419,sick,3.727,2.281,3.25,4.636,5.121
2601,irresistible,7.485,7.546,6.129,2.968,4.061
1125,cortex,4.129,5.452,5.3,5.226,4.194
1241,cry,4.794,2.735,3.576,4.971,5.879
3725,pool (shared),3.353,5.394,4.677,4.121,4.088
4585,spectacular,7.97,8.382,6.818,2.188,3.0
5234,upkeep,3.794,5.588,5.091,3.0,2.5
3351,offensive,5.419,1.969,4.875,2.333,2.742
998,colour,6.324,6.697,6.029,5.206,6.333
4920,taught,5.156,6.406,5.194,3.303,2.594
3494,passion,7.576,8.125,6.618,3.194,3.697
2684,kill,5.086,1.486,4.371,4.229,5.457
4818,sunlight,6.265,7.364,5.121,5.531,6.125
1577,duck,4.4,5.686,5.086,6.571,6.6
5319,violence,5.879,1.559,4.559,4.618,5.219
1826,family,4.839,7.375,4.484,5.0,5.586
4047,remark,3.636,4.697,5.118,3.543,2.882
5538,yield,4.212,5.871,5.097,3.625,3.156
4962,test,4.242,3.514,4.343,5.286,4.771
4591,spell (magical),6.657,6.829,5.457,2.429,4.229
440,betrayal,5.333,1.629,3.767,2.265,3.629
5496,word,3.371,5.294,5.235,4.6,4.457
1100,conviction,5.143,3.829,4.588,3.6,3.2
2637,job,4.941,6.177,4.886,4.735,5.206
5341,volume,5.212,5.288,5.615,4.394,3.612
649,bullish,4.115,3.0,5.5,3.333,3.0
1546,dream,6.303,7.406,5.125,2.719,4.059
3231,necessary,3.818,5.086,4.771,2.686,2.514
4368,sharpen,5.514,4.943,6.257,4.371,4.829
4461,skunk,4.177,3.727,4.727,6.324,6.147
3891,pure,5.333,7.697,5.97,2.788,3.125
3917,quay,3.5,5.069,5.2,6.032,4.807
4346,sex,7.424,7.061,6.03,5.229,5.857
630,brush,4.129,5.452,5.688,6.219,6.207
672,bust,5.441,5.4,5.743,4.971,5.343
1249,cues (prompts),4.515,4.969,4.118,4.161,3.688
3543,pence,3.333,5.343,4.829,6.143,6.118
482,blind,4.147,3.029,2.697,5.314,5.235
1584,dumb,3.546,2.813,3.182,2.969,3.364
3779,premium,4.912,6.97,5.818,3.171,2.886
5136,trial,5.727,4.0,3.636,4.094,3.849
3739,position,4.571,5.294,5.4,4.029,4.061
1462,disgust,4.514,2.371,4.853,3.121,4.242
3040,meek,2.5,4.133,3.367,3.333,3.7
4458,skirt (go around),4.5,4.853,5.029,3.706,3.515
5237,upset,4.114,1.889,3.917,3.056,4.727
5528,yak (gab),3.704,4.267,5.407,3.741,3.308
3273,norm,3.455,4.912,4.441,3.0,2.516
3238,needy,3.382,2.441,3.114,2.714,3.2
3131,monarch,4.059,5.324,4.818,5.286,5.818
2578,intercontinental,5.353,5.647,5.364,3.688,2.882
4383,shield,5.515,6.265,5.824,5.706,6.294
49,active,6.531,7.0,6.581,3.75,4.75
4755,strict,5.097,3.469,3.875,2.813,3.281
3758,pound,4.686,5.765,5.333,5.829,6.303
858,chihuahua,3.969,5.031,5.581,6.636,6.844
3225,nausea,4.394,2.727,3.03,4.438,4.206
1072,consent,4.588,6.471,6.364,3.364,3.147
719,candyfloss,4.969,6.735,5.086,6.242,6.559
5460,wine,5.618,6.229,5.471,6.528,6.618
2631,jeopardy,6.063,2.686,3.059,3.394,3.114
5410,wed,5.03,6.0,4.697,4.75,4.594
1660,embezzle,4.967,2.548,5.103,2.939,3.031
1656,elude,4.323,4.375,5.469,2.452,1.938
2425,horse,4.871,6.065,6.125,6.875,6.828
4219,satisfied,5.939,7.636,6.688,3.226,2.781
4688,steep,4.908,3.746,4.262,4.493,5.354
5521,wrist,3.563,5.156,5.194,6.656,6.567
4267,screw,4.061,4.382,5.059,6.242,6.118
3097,mint (money),5.71,6.424,6.219,4.879,4.867
4972,thematic,4.261,5.25,5.044,2.81,2.667
4347,sex (gender),6.147,5.588,4.657,3.943,4.8
5277,vary,4.03,5.406,5.212,2.794,2.576
3189,muscular,5.818,6.485,6.613,5.313,5.645
2934,macaroni,4.645,6.313,5.194,6.633,6.516
4581,speaker (orator),4.818,5.912,6.091,5.156,4.727
3822,progress,5.559,7.0,6.531,3.0,3.364
2606,islander,4.412,5.469,4.939,4.844,4.6
1385,despise,5.677,1.75,5.129,2.344,3.031
4406,shot (injection),5.118,3.886,4.486,5.771,6.143
1399,detest,5.097,2.3,5.152,2.394,2.833
1195,credit (praise),5.371,7.677,6.059,3.618,3.094
1408,devise,4.559,4.677,5.594,3.029,2.939
1845,fast (starve),3.571,3.121,4.485,4.636,3.086
1798,fact,4.576,6.576,6.303,4.667,2.515
1475,distinction,5.147,6.647,6.219,2.912,3.182
4310,senior,3.677,5.29,5.323,4.531,4.167
35,accordion,4.0,5.727,5.441,6.5,6.273
4510,snack,5.029,6.177,5.441,6.118,6.147
2345,heart,6.258,7.581,5.71,6.033,6.393
3906,puzzle (mystery),5.879,5.382,4.697,3.912,3.667
3312,oath,4.971,6.25,5.029,3.686,3.543
2359,hen (chicken),3.588,5.629,5.147,6.6,6.824
3006,match (pairing),4.469,6.029,5.118,4.091,4.364
2206,grandmother,4.229,7.25,5.086,6.389,6.8
3939,race (contest),5.871,5.516,5.406,4.788,5.813
4762,string,3.118,5.229,4.914,5.882,6.143
3179,multiplication,4.206,5.364,5.206,4.2,4.206
3422,owner,3.765,5.429,6.969,4.486,4.364
1286,damsel,4.794,4.546,3.743,4.912,5.765
4369,shave,4.143,5.294,5.606,5.286,5.543
349,banner,4.323,5.406,5.258,5.967,5.969
3416,over (finished),3.765,4.324,4.714,3.794,2.914
2137,glacier,5.059,5.286,4.839,6.086,6.441
2691,kind (type),3.758,5.758,4.971,3.03,3.343
3662,plaster (bandage),3.697,4.314,4.265,6.364,6.5
3842,prosecutor,4.5,3.091,4.588,5.265,4.912
1681,endless,4.063,4.727,3.839,2.656,3.0
4506,smiling,6.824,8.265,6.353,5.143,6.371
1443,disappointed,3.818,2.441,3.485,2.471,3.177
4334,session,4.03,5.25,4.606,3.647,3.343
3215,namesake,3.771,5.152,4.625,2.714,2.0
1671,employee,3.647,5.971,3.706,5.6,5.571
3626,pine (long for),5.485,3.818,3.514,2.303,3.485
1179,cranium,4.774,5.533,5.633,6.233,5.065
2798,leprosy,3.645,2.353,3.156,6.032,5.031
1692,enquire,4.714,5.486,5.429,3.4,3.2
4666,staple (mainstay),3.1,5.3,4.936,4.037,3.357
372,basketball,4.5,5.677,4.909,6.576,6.647
3055,mess,4.156,2.818,4.182,4.333,5.606
4272,scrum,3.667,4.452,5.387,5.367,5.733
1916,fisherman,3.471,5.543,5.294,6.177,6.371
1357,deluge,4.077,4.074,4.393,3.571,3.552
1825,fame,5.844,6.0,5.125,2.677,4.063
786,caviar,3.515,5.452,5.129,6.394,5.774
469,bland,2.333,3.094,4.548,2.563,2.656
140,amaze,6.529,7.5,6.364,2.353,2.771
788,cease,4.125,3.647,4.706,3.742,2.719
323,ball,4.433,5.667,5.594,6.6,6.643
50,activity,6.086,6.629,6.286,3.97,4.677
714,canal,2.857,5.091,4.853,6.559,6.265
4986,thighs,5.714,5.429,5.371,6.657,6.706
2840,lime,4.767,5.226,5.3,6.452,6.539
2446,humiliate,4.455,1.71,3.094,2.091,3.75
5342,volume (amount),3.667,5.333,5.03,4.424,3.094
5467,winter,4.457,5.114,4.206,5.143,6.206
4908,tank (fish),3.471,5.371,5.171,6.758,6.794
5100,train (procession),3.735,5.219,4.971,4.5,5.118
3710,police,5.375,4.516,3.719,6.194,6.387
2666,kangaroo,5.844,6.438,5.065,6.833,6.793
406,beaver,4.697,5.781,5.233,6.793,6.5
20,absurd,5.452,3.563,4.719,2.065,2.375
1004,comedian,6.294,7.091,5.735,5.879,5.647
3697,poetry,4.457,6.771,5.229,4.147,5.0
890,circus,6.273,6.029,4.758,6.344,6.576
2411,hood,3.281,4.971,4.844,6.188,6.333
2545,input,4.759,5.967,5.5,3.452,2.774
1349,delay,3.206,3.029,3.485,3.4,3.371
2390,hit,5.371,2.882,5.971,5.514,5.588
4466,slack,3.206,3.514,4.941,3.559,3.471
42,achieve,6.424,7.75,7.091,2.879,2.677
2830,lightning,7.032,4.875,3.939,6.03,6.765
4237,scar,4.177,3.514,4.743,6.088,6.441
3371,oppress,5.152,1.719,2.765,2.844,3.5
3022,mean,4.235,2.576,4.212,2.906,3.0
3364,opening,5.0,6.344,5.71,3.697,4.645
303,awesome,6.688,8.29,6.656,2.061,2.719
5012,ticklish,6.353,6.242,3.546,4.152,4.824
11,abide,3.875,5.375,4.5,2.485,2.364
664,burn,4.818,3.0,4.688,5.353,5.452
1177,craft (vessel),3.515,5.294,5.212,6.057,5.706
3292,nuptials,4.839,5.433,4.897,4.185,4.464
2676,keys,3.2,5.6,5.441,6.6,6.765
1947,flower,5.273,7.688,5.242,6.656,6.788
2501,impressive,7.171,7.857,7.114,3.114,3.6
1473,dissident,4.679,3.852,4.846,3.0,2.741
2863,live,6.344,7.618,6.636,4.4,4.546
2375,hidden,4.029,4.156,4.0,3.265,3.588
2132,girls,5.971,6.324,5.258,6.355,6.194
1026,complex,4.879,4.273,4.758,2.546,2.485
2989,marvel,6.147,7.314,5.75,2.849,3.514
961,coast,5.215,6.212,5.385,6.015,6.269
2889,lonely,3.625,1.844,3.219,2.727,3.484
3021,meagre,2.677,3.4,3.862,2.714,2.645
3015,matron,2.879,4.882,4.152,5.765,5.088
4331,serve (tennis),4.029,5.324,6.114,4.912,5.471
3338,obvious,4.412,5.057,6.029,2.714,2.559
2009,fragrant,5.576,7.061,5.324,3.688,3.485
2149,glitter,5.857,6.629,5.543,5.677,6.114
4086,rest,3.625,6.438,5.061,3.486,4.206
2338,health,5.406,7.394,5.484,3.968,4.727
3774,prayer,3.029,5.314,4.343,3.686,4.824
735,captive,4.968,2.733,2.5,4.156,3.839
304,awful,3.0,2.118,3.971,2.206,3.0
1440,dirt,3.147,2.971,4.829,5.971,6.029
1496,doctor,5.088,6.118,4.353,6.382,6.546
2652,judge (courtroom),4.969,4.818,4.313,5.879,6.303
2875,locate,4.514,5.588,5.343,3.886,3.471
916,click,4.059,5.03,6.029,5.343,5.257
4639,squeeze,6.382,5.971,5.697,4.529,5.441
710,camp (effeminate),4.094,4.613,4.75,3.133,4.839
5427,wharf,3.24,5.042,5.0,4.913,4.682
4900,tamper,4.706,3.147,5.057,3.727,3.382
2772,learn,6.0,7.514,6.516,3.314,3.606
1624,ecstatic,7.697,8.412,7.0,2.794,4.857
4482,slip (mistake),4.333,3.0,3.394,3.758,3.455
821,charge (dependent),3.5,4.938,4.625,3.688,2.97
5209,uncle,3.871,5.968,4.939,5.516,5.69
1354,delirium,5.382,3.455,3.152,2.75,3.242
4995,thought,5.364,6.559,6.353,2.03,3.188
850,chess,3.758,5.353,5.529,6.088,6.353
3350,offend,5.212,2.286,5.273,3.152,3.471
1000,comb,3.25,5.25,5.618,6.625,6.656
5083,toys,5.441,6.606,6.156,6.031,6.303
4977,theory,4.257,6.118,5.286,2.912,2.714
3525,pecan,3.143,5.182,5.057,6.086,5.515
18,absorb,4.484,5.438,5.125,3.188,3.576
1637,ego,4.313,3.031,6.516,2.455,3.258
1667,emphasis,5.849,6.177,6.091,2.853,2.941
493,blouse,4.094,5.531,5.125,6.0,6.121
3173,muffin,5.219,6.576,5.563,6.75,6.781
4459,skis,4.633,5.719,5.182,6.182,6.364
1347,defy,5.677,3.939,6.688,2.719,2.794
3018,maximum,5.939,6.625,6.303,3.424,3.0
4338,set (solidify),3.879,5.455,5.424,5.091,4.226
3230,neat,3.229,6.265,5.686,4.147,4.824
4003,recent,3.441,5.265,5.091,3.441,2.394
4273,scum,4.206,1.882,4.118,4.412,4.706
2828,lighthouse,3.853,6.6,5.2,6.486,6.794
687,cabinet,3.147,4.971,4.794,6.714,6.457
1112,cork,4.094,5.194,5.414,6.5,6.167
3232,necessity,5.807,5.156,4.419,2.273,2.688
1608,eager,6.656,6.824,6.647,3.625,3.571
4543,sole (only),3.412,4.412,5.333,3.412,3.618
703,call (telephone),4.588,5.441,5.588,4.735,4.886
1009,comma,3.355,5.1,4.688,4.774,5.759
3291,nun,2.226,5.355,4.3,6.242,6.5
3673,please,4.829,6.971,4.457,2.943,2.971
2408,honeycomb,5.4,6.657,5.543,6.206,6.229
1092,contribute,4.941,7.029,6.706,2.765,2.735
1327,deck,3.286,5.229,5.2,6.028,5.697
5361,wake,5.125,5.194,5.419,3.758,4.0
1677,encore,5.719,6.625,6.241,3.719,4.156
1999,fought,5.514,3.206,5.879,3.943,4.441
1310,dead,4.571,1.629,2.588,5.588,5.765
3934,rabbit,4.286,6.059,5.257,6.647,6.794
3754,potato,2.882,5.559,5.353,6.794,6.677
4746,strawberry,5.412,6.419,5.548,6.516,6.875
1987,fork (cutlery),3.177,5.441,5.794,6.771,6.853
4294,sediment,3.033,4.719,4.697,5.273,4.313
344,banker,3.294,3.735,4.471,6.235,5.882
4643,stack,3.433,5.344,5.344,5.182,4.969
986,coke (cola),5.114,5.324,5.152,6.758,6.758
587,brazen,4.448,4.133,5.893,2.448,3.172
2791,legs,5.5,5.656,6.2,6.867,6.741
4782,subdue,3.742,4.061,3.813,3.0,2.613
4441,sissy,3.353,3.471,3.8,2.971,3.871
4822,sunshine,7.281,8.156,6.094,5.533,6.5
5271,vanity,4.514,3.177,4.914,2.257,3.2
3485,party,7.242,7.059,6.394,5.324,6.235
3800,print,4.0,5.281,5.25,4.968,4.938
3728,pope,3.206,5.029,4.086,6.029,6.171
3289,nugget,3.636,5.091,4.939,5.057,5.088
1142,counter (keeping account),3.086,5.056,5.059,4.583,3.286
2358,hen,3.455,5.559,4.588,6.794,6.486
3264,nimble,5.156,6.059,5.529,3.152,3.5
1198,crest,4.061,5.235,5.375,5.094,5.0
85,advisor,3.364,6.029,5.147,5.353,4.235
1518,dose,3.171,4.576,4.182,4.265,3.686
516,bold,5.594,6.152,7.118,3.559,4.121
1381,desolate,3.941,2.914,3.735,2.824,3.353
3915,quarrel,5.152,3.029,4.941,3.588,3.794
2716,know,5.129,6.594,7.097,2.161,2.469
5282,vehicle,4.097,5.438,5.938,6.321,6.233
1014,committee,3.75,5.471,4.546,4.849,4.406
128,alligator,5.656,4.364,3.719,6.546,6.677
1364,depress,3.242,2.125,3.406,3.156,3.364
4927,teaspoon,3.182,5.343,5.143,6.686,6.618
4484,slip (slide),4.941,3.912,4.0,4.371,4.829
3841,prosecution,5.515,3.576,3.879,3.594,4.118
891,citation,3.455,5.114,5.03,4.059,4.121
2793,lemon,4.966,5.5,5.267,6.742,6.655
4667,staple (stationery),2.706,4.943,5.114,6.571,6.514
1359,democratic,4.242,6.229,5.455,2.765,3.314
307,axle,3.429,5.0,5.286,5.929,5.464
1661,embrace,6.636,7.943,5.824,4.735,5.4
2431,hotel,5.281,5.909,5.219,6.727,6.629
4463,skyline,5.03,6.394,5.0,5.743,6.118
1317,death,5.212,1.857,3.853,4.029,4.364
3499,pastry,4.177,5.971,5.094,6.114,6.485
4771,stroll,4.559,6.455,5.971,4.294,4.971
3249,nest,3.925,5.855,5.136,6.382,6.537
2474,ill,3.879,2.147,3.0,4.061,5.061
2542,inn,3.286,5.818,4.735,5.941,5.735
5354,vulture,4.529,2.97,4.647,5.909,5.939
1246,cube,2.406,4.879,4.781,6.121,6.455
4701,stethoscope,4.844,5.313,5.29,6.767,6.321
1208,crisp (sharp),5.914,5.882,6.114,4.0,4.514
3377,oral,5.938,5.629,5.314,4.114,4.2
216,aristocratic,4.133,4.3,4.742,4.3,4.065
4759,strike,5.061,3.424,5.697,4.294,5.147
3765,powerful,7.031,6.625,7.938,3.719,4.849
1239,crust,3.059,4.906,4.853,5.941,5.824
2289,handler,3.546,4.765,4.677,4.324,3.645
2740,landing (stairs),3.294,5.147,5.156,6.343,6.229
275,attack,5.353,1.941,4.147,4.441,5.061
489,blood,5.406,4.758,4.765,6.057,6.412
1035,computer,4.515,5.844,5.938,6.719,6.9
1229,crucify,5.394,2.094,3.697,4.333,4.576
5233,uphold,4.229,6.257,6.314,2.588,2.529
1008,comfortable,4.514,7.571,6.0,2.912,4.088
5227,unsuccessful,3.242,1.882,3.0,2.735,3.147
3839,prose,4.286,5.906,5.118,4.303,4.059
3912,quality,5.441,7.324,5.971,2.788,3.6
2532,infinity,6.571,7.0,5.849,2.229,2.743
4625,spring (coil),4.5,5.294,4.971,6.273,6.469
1058,confident,7.0,7.813,7.516,2.625,3.419
2166,god,4.563,5.485,4.909,2.273,3.03
4552,song,6.265,7.206,5.706,4.788,4.906
4127,ring (surround),3.529,4.879,4.265,3.941,4.576
281,attitude,5.303,4.333,5.636,2.788,3.0
1043,conclude,3.849,5.424,5.382,3.057,2.824
1316,dear,4.829,6.125,5.2,3.03,3.303
5525,yacht,4.118,5.941,5.606,6.546,6.588
968,cobble,3.212,4.857,4.853,5.412,5.265
4683,steak,5.273,6.091,6.065,6.633,6.552
5483,woe,4.281,2.419,3.29,2.5,2.71
1939,flirt,7.571,6.853,6.086,3.229,4.735
4353,shade (tint),3.343,5.114,5.371,4.088,4.5
1274,cycle,4.452,5.8,5.455,4.733,4.968
619,brink,4.807,3.967,4.25,3.588,2.871
4850,suspension,4.727,4.212,4.143,4.057,3.5
1742,exam,4.853,3.206,4.212,6.059,6.206
1390,destroyer,4.529,2.286,4.657,4.171,4.2
4526,sobriety,4.448,5.714,4.724,3.143,2.464
1847,fatal,5.629,1.353,3.314,4.629,3.943
1579,duck (cricket),2.793,4.815,5.148,4.0,4.0
1655,elm,3.882,5.794,5.061,6.0,5.588
3568,perjury,4.821,2.786,4.035,3.3,2.786
2352,heir,5.286,5.886,5.371,4.943,3.8
2212,graph,2.853,4.969,5.125,5.636,6.182
3275,note,4.065,5.594,5.656,5.355,5.433
2020,freed,6.156,7.818,6.774,3.219,3.546
5519,wrestler,4.625,5.029,4.75,6.125,6.235
1956,fodder,3.536,4.571,4.96,4.75,3.929
3178,mule,2.922,4.769,4.879,6.5,5.939
3192,mushroom (expand),3.5,4.8,5.267,4.167,4.774
1307,daylight,5.849,7.686,5.606,5.212,6.273
2003,fountain,5.177,6.2,5.457,6.719,6.735
4948,tennis,4.677,5.871,5.636,6.031,6.742
575,bra,6.088,6.029,4.971,6.629,6.714
2360,hen (woman),4.546,5.438,4.727,5.375,5.688
4660,stallion,5.882,5.971,5.941,6.441,6.206
5189,tweet (bird),4.853,6.353,5.382,4.941,4.727
1706,epidemic,6.294,1.853,2.765,3.375,3.636
1799,faction,4.379,4.893,5.133,3.269,3.4
3347,odd,3.879,4.139,4.647,2.471,3.118
4833,surf,5.1,5.903,5.533,4.788,6.219
1280,dagger,5.471,2.743,4.853,6.441,6.606
4523,soar,5.942,6.939,6.612,3.688,4.54
861,chime,4.788,5.829,5.429,4.879,4.758
4601,spire,4.129,5.324,5.281,5.844,5.531
1801,fade,3.364,3.879,4.212,3.613,3.531
1628,edition,3.943,5.229,5.226,3.758,3.212
1993,fortress,5.281,5.394,5.484,6.182,6.094
2639,jog,4.438,6.121,6.242,5.471,6.061
269,atmosphere,5.938,6.25,4.839,3.645,3.594
629,brunette,5.529,6.0,5.794,5.697,6.455
4119,right,5.118,6.735,6.152,3.412,4.177
3081,military,4.765,3.794,4.324,5.618,5.912
3466,paralysis,4.441,1.882,2.324,5.235,4.706
2334,headlights,3.424,5.406,5.452,6.121,6.645
4853,sustenance,4.394,6.697,4.939,3.697,3.469
2966,man,5.657,5.486,6.029,6.088,6.629
300,aware,5.529,6.143,7.156,2.629,2.588
4145,rocket (leaves),3.625,5.618,5.853,6.171,6.171
459,bit (small amount),2.824,4.686,4.677,3.618,4.235
1447,discipline,4.563,4.719,4.129,2.844,3.875
1472,dissent,4.355,3.1,5.161,2.667,2.781
2046,fucks,7.0,4.469,6.267,4.469,4.656
4687,steel,3.727,4.912,5.455,6.364,5.794
4366,sharp (blade),5.371,3.343,4.971,5.314,5.457
5283,veil,4.171,5.4,4.242,5.765,6.03
2113,gentleman,5.375,6.875,5.563,4.419,5.258
27,academic,5.733,7.313,5.788,4.03,4.258
2040,frustrated,4.559,2.576,3.706,2.794,3.412
5022,time,3.903,5.625,3.576,2.485,2.968
3216,nanny,3.794,5.75,3.75,5.807,5.667
837,cheer (happiness),7.543,8.543,7.029,3.6,5.229
3814,production,4.971,6.286,5.943,4.029,3.229
129,allow,4.088,6.206,5.727,2.971,2.412
4122,right (legal claim),3.971,6.412,6.382,3.571,2.677
2008,fragrance,5.571,6.794,5.6,5.029,4.177
5448,wigwam,4.29,5.6,4.833,6.129,5.625
503,blunder,4.406,3.412,4.03,2.941,3.059
3946,radio,5.063,6.059,5.844,6.097,6.194
4772,strong,6.706,7.571,7.618,3.943,5.086
380,bat (animal),3.857,5.471,5.059,6.714,6.824
1851,father (priest),2.882,4.743,3.5,5.618,5.971
1525,dove (dive),4.438,4.939,5.625,4.438,5.094
2365,heredity,4.367,5.219,3.767,4.167,2.567
5067,torturer,5.438,1.438,4.355,5.344,4.909
3052,mercy,4.971,6.229,4.371,2.714,3.229
